Client_Name,Account_ID,Legal_Entity,Currency,Payment_Type,Paid_Amount,Payment_Date,Payment_Status,Pending_Amount,Comments,Source
Morgan Stanley,101424,CitiBank Pune,GBP,Receive,733,2020-04-29 ,Rejected,733,Payment Failed,5
J P Morgan,101769,CitiBank Pune,EUR,Receive,5330,2020-03-22 ,Rejected,5330,Payment Failed,5
HSBC,101080,CitiBank HongKong,INR,Deliver,4119,2020-04-05 ,Rejected,4119,Payment Failed,5
HSBC,103112,CitiBank Bengaluru,GBP,Deliver,3013,2020-03-14 ,Fully paid,0,Transaction complete,5
Goldman Sachs,102012,CitiBank NewYork,GBP,Receive,8582,2020-05-18 ,Partially Paid,5819,Waiting for pending amount,5
Goldman Sachs,102846,CitiBank NewYork,EUR,Deliver,311,2020-05-29 ,Rejected,311,Payment Failed,5
Morgan Stanley,101864,CitiBank London,INR,Deliver,9122,2020-03-09 ,Fully paid,0,Transaction complete,5
BNP Paribas,102402,CitiBank NewYork,CAD,Deliver,6981,2020-04-22 ,Fully paid,0,Transaction complete,5
Morgan Stanley,101517,CitiBank HongKong,CAD,Receive,5354,2020-03-01 ,Fully paid,0,Transaction complete,5
J P Morgan,101761,CitiBank NewYork,INR,Deliver,1228,2020-06-01 ,Processing,1228,Payment is in progress,5
Morgan Stanley,102036,CitiBank Bengaluru,USD,Deliver,8134,2020-06-08 ,Partially Paid,2540,Waiting for pending amount,5
DEUTSCHE BANK,101551,CitiBank Bengaluru,EUR,Deliver,9828,2020-04-17 ,Partially Paid,6669,Waiting for pending amount,5
BNY Mellon,102239,CitiBank Singapore,CAD,Receive,3729,2020-03-03 ,Fully paid,0,Transaction complete,5
Morgan Stanley,104826,CitiBank Pune,GBP,Deliver,9425,2020-02-19 ,Partially Paid,7251,Waiting for pending amount,5
Morgan Stanley,102196,CitiBank NewYork,INR,Deliver,6331,2020-03-25 ,Rejected,6331,Payment Failed,5
Morgan Stanley,103037,CitiBank Pune,CAD,Receive,8422,2020-04-23 ,Processing,8422,Payment is in progress,5
BNY Mellon,104991,CitiBank London,INR,Deliver,8148,2020-04-21 ,Processing,8148,Payment is in progress,5
Goldman Sachs,102436,CitiBank London,CAD,Receive,1361,2020-04-01 ,Partially Paid,1054,Waiting for pending amount,5
BNP Paribas,102102,CitiBank HongKong,EUR,Deliver,2050,2020-04-07 ,Partially Paid,4717,Waiting for pending amount,5
Morgan Stanley,101375,CitiBank London,INR,Deliver,1195,2020-04-18 ,Fully paid,0,Transaction complete,5
Wells Fargo,105081,CitiBank NewYork,USD,Deliver,984,2020-05-29 ,Rejected,984,Payment Failed,5
Morgan Stanley,103221,CitiBank HongKong,CAD,Receive,7145,2020-03-19 ,Partially Paid,7127,Waiting for pending amount,5
Morgan Stanley,102251,CitiBank Bengaluru,GBP,Receive,8385,2020-03-17 ,Processing,8385,Payment is in progress,5
BNY Mellon,104299,CitiBank HongKong,INR,Receive,8715,2020-04-24 ,Rejected,8715,Payment Failed,6
DEUTSCHE BANK,104825,CitiBank London,INR,Receive,9691,2020-03-18 ,Partially Paid,4131,Waiting for pending amount,6
BNY Mellon,104094,CitiBank Bengaluru,GBP,Receive,3849,2020-04-15 ,Processing,3849,Payment is in progress,6
DEUTSCHE BANK,101061,CitiBank Pune,USD,Receive,9584,2020-03-21 ,Fully paid,0,Transaction complete,6
Goldman Sachs,104269,CitiBank Pune,INR,Receive,2031,2020-02-23 ,Processing,2031,Payment is in progress,6
DEUTSCHE BANK,103749,CitiBank London,INR,Deliver,9300,2020-02-29 ,Rejected,9300,Payment Failed,6
Morgan Stanley,102922,CitiBank Bengaluru,EUR,Deliver,1040,2020-04-18 ,Rejected,1040,Payment Failed,6
Morgan Stanley,104996,CitiBank NewYork,INR,Receive,8411,2020-03-29 ,Rejected,8411,Payment Failed,6
Wells Fargo,102353,CitiBank Pune,USD,Deliver,5886,2020-04-14 ,Processing,5886,Payment is in progress,6
J P Morgan,103328,CitiBank Pune,CAD,Receive,6577,2020-03-17 ,Processing,6577,Payment is in progress,6
DEUTSCHE BANK,101690,CitiBank Bengaluru,CAD,Receive,8975,2020-05-26 ,Partially Paid,5735,Waiting for pending amount,6
J P Morgan,102333,CitiBank NewYork,USD,Deliver,342,2020-04-02 ,Rejected,342,Payment Failed,6
DEUTSCHE BANK,101703,CitiBank HongKong,CAD,Receive,4737,2020-04-29 ,Rejected,4737,Payment Failed,6
Goldman Sachs,103224,CitiBank Pune,USD,Deliver,6301,2020-03-13 ,Processing,6301,Payment is in progress,6
BNY Mellon,104984,CitiBank London,INR,Receive,5855,2020-03-12 ,Processing,5855,Payment is in progress,6
Goldman Sachs,102201,CitiBank Singapore,CAD,Deliver,311,2020-03-25 ,Rejected,311,Payment Failed,6
J P Morgan,103941,CitiBank HongKong,INR,Receive,2426,2020-04-18 ,Partially Paid,9960,Waiting for pending amount,6
Wells Fargo,103294,CitiBank London,EUR,Receive,9034,2020-04-16 ,Processing,9034,Payment is in progress,6
Morgan Stanley,101800,CitiBank HongKong,EUR,Receive,8638,2020-04-27 ,Processing,8638,Payment is in progress,6
DEUTSCHE BANK,103153,CitiBank HongKong,USD,Deliver,9834,2020-03-12 ,Processing,9834,Payment is in progress,6
DEUTSCHE BANK,103831,CitiBank Pune,GBP,Receive,8542,2020-05-15 ,Fully paid,0,Transaction complete,6
Morgan Stanley,104353,CitiBank HongKong,EUR,Receive,5633,2020-05-20 ,Processing,5633,Payment is in progress,6
Morgan Stanley,101832,CitiBank Bengaluru,USD,Receive,6953,2020-03-21 ,Partially Paid,4633,Waiting for pending amount,6
J P Morgan,103589,CitiBank NewYork,INR,Receive,4946,2020-04-13 ,Processing,4946,Payment is in progress,6
BNY Mellon,104040,CitiBank Singapore,INR,Receive,1342,2020-05-03 ,Partially Paid,9204,Waiting for pending amount,6
Goldman Sachs,104776,CitiBank Singapore,EUR,Receive,4068,2020-05-02 ,Partially Paid,9465,Waiting for pending amount,6
BNY Mellon,104750,CitiBank Singapore,USD,Deliver,2786,2020-04-10 ,Rejected,2786,Payment Failed,6
BNY Mellon,101721,CitiBank Pune,USD,Deliver,5774,2020-03-29 ,Processing,5774,Payment is in progress,6
Goldman Sachs,103085,CitiBank London,EUR,Receive,818,2020-03-01 ,Fully paid,0,Transaction complete,6
BNP Paribas,101898,CitiBank Bengaluru,CAD,Deliver,5321,2020-04-28 ,Fully paid,0,Transaction complete,6
DEUTSCHE BANK,103530,CitiBank London,GBP,Deliver,3141,2020-04-11 ,Processing,3141,Payment is in progress,6
DEUTSCHE BANK,102988,CitiBank London,EUR,Deliver,4540,2020-03-26 ,Fully paid,0,Transaction complete,6
HSBC,103078,CitiBank Pune,INR,Receive,5999,2020-02-27 ,Rejected,5999,Payment Failed,6
BNY Mellon,103417,CitiBank HongKong,GBP,Deliver,8038,2020-03-11 ,Rejected,8038,Payment Failed,6
J P Morgan,103350,CitiBank HongKong,CAD,Receive,5327,2020-02-22 ,Processing,5327,Payment is in progress,6
Wells Fargo,103360,CitiBank Singapore,INR,Receive,800,2020-03-31 ,Processing,800,Payment is in progress,6
DEUTSCHE BANK,104505,CitiBank NewYork,INR,Receive,9139,2020-05-29 ,Partially Paid,2225,Waiting for pending amount,6
HSBC,103797,CitiBank Pune,USD,Deliver,5105,2020-04-09 ,Rejected,5105,Payment Failed,6
BNY Mellon,103314,CitiBank NewYork,EUR,Deliver,1651,2020-05-26 ,Processing,1651,Payment is in progress,6
BNP Paribas,101653,CitiBank Bengaluru,INR,Receive,730,2020-04-13 ,Fully paid,0,Transaction complete,6
Wells Fargo,103787,CitiBank Pune,EUR,Deliver,8323,2020-03-19 ,Fully paid,0,Transaction complete,6
HSBC,101987,CitiBank Bengaluru,USD,Receive,4654,2020-05-17 ,Rejected,4654,Payment Failed,6
BNY Mellon,102138,CitiBank Pune,GBP,Receive,8578,2020-04-21 ,Processing,8578,Payment is in progress,6
Morgan Stanley,102263,CitiBank Singapore,CAD,Deliver,5047,2020-04-18 ,Fully paid,0,Transaction complete,6
Goldman Sachs,101259,CitiBank NewYork,USD,Receive,8794,2020-04-07 ,Fully paid,0,Transaction complete,6
BNP Paribas,102978,CitiBank HongKong,INR,Deliver,1465,2020-03-19 ,Fully paid,0,Transaction complete,6
BNP Paribas,102143,CitiBank Pune,INR,Receive,8037,2020-05-26 ,Processing,8037,Payment is in progress,6
BNP Paribas,101469,CitiBank HongKong,GBP,Receive,1196,2020-06-01 ,Processing,1196,Payment is in progress,6
BNP Paribas,102866,CitiBank Bengaluru,GBP,Deliver,7532,2020-05-18 ,Partially Paid,2208,Waiting for pending amount,6
J P Morgan,101942,CitiBank Bengaluru,CAD,Deliver,3697,2020-06-06 ,Rejected,3697,Payment Failed,6
J P Morgan,104696,CitiBank Singapore,CAD,Deliver,9988,2020-03-15 ,Fully paid,0,Transaction complete,6
Wells Fargo,104431,CitiBank NewYork,INR,Receive,7996,2020-03-25 ,Partially Paid,2456,Waiting for pending amount,6
BNP Paribas,101889,CitiBank London,EUR,Deliver,9717,2020-05-28 ,Fully paid,0,Transaction complete,6
Morgan Stanley,102405,CitiBank HongKong,USD,Deliver,5209,2020-05-01 ,Processing,5209,Payment is in progress,6
Goldman Sachs,101539,CitiBank HongKong,EUR,Deliver,1522,2020-03-11 ,Fully paid,0,Transaction complete,6
BNP Paribas,103348,CitiBank HongKong,EUR,Deliver,7,2020-03-13 ,Partially Paid,5160,Waiting for pending amount,6
BNP Paribas,101641,CitiBank Bengaluru,CAD,Deliver,6208,2020-03-15 ,Partially Paid,8977,Waiting for pending amount,6
Wells Fargo,103102,CitiBank Bengaluru,USD,Receive,784,2020-05-16 ,Fully paid,0,Transaction complete,6
J P Morgan,101157,CitiBank HongKong,INR,Receive,772,2020-04-16 ,Rejected,772,Payment Failed,6
HSBC,104916,CitiBank Bengaluru,EUR,Receive,6604,2020-02-19 ,Processing,6604,Payment is in progress,6
DEUTSCHE BANK,104401,CitiBank Bengaluru,GBP,Deliver,7025,2020-04-18 ,Processing,7025,Payment is in progress,6
HSBC,103433,CitiBank NewYork,CAD,Receive,970,2020-02-21 ,Processing,970,Payment is in progress,6
Morgan Stanley,102960,CitiBank Bengaluru,INR,Receive,3116,2020-06-02 ,Processing,3116,Payment is in progress,6
Wells Fargo,102473,CitiBank Bengaluru,EUR,Receive,1786,2020-03-22 ,Partially Paid,4601,Waiting for pending amount,6
Morgan Stanley,103240,CitiBank Singapore,GBP,Receive,669,2020-04-30 ,Rejected,669,Payment Failed,6
HSBC,104519,CitiBank NewYork,INR,Receive,6797,2020-03-03 ,Fully paid,0,Transaction complete,6
HSBC,102642,CitiBank Pune,EUR,Receive,3297,2020-03-20 ,Fully paid,0,Transaction complete,6
Goldman Sachs,104606,CitiBank Singapore,GBP,Receive,9177,2020-03-13 ,Partially Paid,6647,Waiting for pending amount,6
BNP Paribas,102136,CitiBank Pune,INR,Deliver,3660,2020-05-16 ,Rejected,3660,Payment Failed,6
HSBC,103065,CitiBank HongKong,USD,Deliver,7406,2020-03-15 ,Partially Paid,6930,Waiting for pending amount,6
HSBC,105080,CitiBank Pune,GBP,Receive,4475,2020-05-18 ,Fully paid,0,Transaction complete,6
Goldman Sachs,101504,CitiBank Bengaluru,EUR,Receive,9563,2020-05-31 ,Rejected,9563,Payment Failed,6
BNP Paribas,101359,CitiBank NewYork,GBP,Deliver,8501,2020-04-24 ,Processing,8501,Payment is in progress,6
BNP Paribas,103271,CitiBank HongKong,CAD,Receive,78,2020-03-03 ,Rejected,78,Payment Failed,6
BNY Mellon,102208,CitiBank Pune,GBP,Receive,3527,2020-03-10 ,Processing,3527,Payment is in progress,6
BNY Mellon,102003,CitiBank NewYork,USD,Deliver,9445,2020-05-14 ,Rejected,9445,Payment Failed,6
HSBC,103131,CitiBank Pune,INR,Receive,382,2020-06-07 ,Rejected,382,Payment Failed,6
Wells Fargo,103316,CitiBank London,EUR,Receive,7545,2020-03-20 ,Rejected,7545,Payment Failed,6
J P Morgan,102401,CitiBank Bengaluru,GBP,Receive,5787,2020-04-17 ,Partially Paid,7250,Waiting for pending amount,6
Morgan Stanley,104813,CitiBank Pune,GBP,Receive,8335,2020-04-07 ,Partially Paid,3099,Waiting for pending amount,6
DEUTSCHE BANK,101967,CitiBank Pune,EUR,Receive,7342,2020-04-22 ,Rejected,7342,Payment Failed,6
Morgan Stanley,105015,CitiBank HongKong,USD,Receive,2621,2020-04-18 ,Partially Paid,737,Waiting for pending amount,6
HSBC,102672,CitiBank London,EUR,Receive,7261,2020-04-15 ,Partially Paid,6437,Waiting for pending amount,6
HSBC,102927,CitiBank London,USD,Deliver,7458,2020-04-09 ,Partially Paid,4374,Waiting for pending amount,6
BNP Paribas,104284,CitiBank Pune,USD,Receive,1598,2020-04-29 ,Processing,1598,Payment is in progress,6
DEUTSCHE BANK,104003,CitiBank NewYork,USD,Deliver,9808,2020-03-04 ,Rejected,9808,Payment Failed,6
HSBC,102250,CitiBank London,GBP,Receive,1839,2020-04-03 ,Rejected,1839,Payment Failed,6
Morgan Stanley,102427,CitiBank London,INR,Deliver,4821,2020-05-11 ,Fully paid,0,Transaction complete,6
Goldman Sachs,104635,CitiBank Pune,GBP,Deliver,9375,2020-05-03 ,Partially Paid,6188,Waiting for pending amount,7
Morgan Stanley,102569,CitiBank HongKong,INR,Deliver,4517,2020-04-08 ,Rejected,4517,Payment Failed,7
BNP Paribas,101794,CitiBank NewYork,USD,Receive,2780,2020-03-16 ,Processing,2780,Payment is in progress,7
BNP Paribas,103098,CitiBank Singapore,EUR,Deliver,4556,2020-03-28 ,Processing,4556,Payment is in progress,7
Goldman Sachs,103303,CitiBank London,GBP,Deliver,7813,2020-05-09 ,Fully paid,0,Transaction complete,7
Goldman Sachs,101134,CitiBank NewYork,EUR,Deliver,3169,2020-04-02 ,Partially Paid,3833,Waiting for pending amount,7
BNP Paribas,105104,CitiBank NewYork,EUR,Deliver,7462,2020-05-21 ,Rejected,7462,Payment Failed,7
HSBC,102198,CitiBank Pune,CAD,Deliver,7622,2020-04-23 ,Rejected,7622,Payment Failed,7
DEUTSCHE BANK,101070,CitiBank London,GBP,Deliver,1704,2020-05-17 ,Fully paid,0,Transaction complete,7
DEUTSCHE BANK,101716,CitiBank Bengaluru,EUR,Receive,7078,2020-02-24 ,Rejected,7078,Payment Failed,7
BNY Mellon,101101,CitiBank Singapore,GBP,Deliver,5900,2020-04-09 ,Fully paid,0,Transaction complete,7
Morgan Stanley,104514,CitiBank Pune,EUR,Deliver,5113,2020-03-18 ,Processing,5113,Payment is in progress,7
Goldman Sachs,101201,CitiBank NewYork,USD,Receive,2189,2020-03-08 ,Rejected,2189,Payment Failed,7
DEUTSCHE BANK,104719,CitiBank Bengaluru,EUR,Deliver,1867,2020-04-24 ,Fully paid,0,Transaction complete,7
HSBC,101289,CitiBank Bengaluru,CAD,Receive,583,2020-03-02 ,Rejected,583,Payment Failed,7
BNP Paribas,103229,CitiBank Singapore,EUR,Receive,9405,2020-04-17 ,Partially Paid,5107,Waiting for pending amount,7
BNP Paribas,102422,CitiBank NewYork,USD,Receive,5170,2020-04-29 ,Rejected,5170,Payment Failed,7
Wells Fargo,101286,CitiBank Bengaluru,USD,Receive,9947,2020-05-23 ,Fully paid,0,Transaction complete,7
DEUTSCHE BANK,103159,CitiBank Bengaluru,EUR,Receive,432,2020-02-28 ,Fully paid,0,Transaction complete,7
J P Morgan,104116,CitiBank HongKong,INR,Receive,3134,2020-03-04 ,Rejected,3134,Payment Failed,7
BNY Mellon,101522,CitiBank HongKong,CAD,Deliver,5133,2020-05-21 ,Rejected,5133,Payment Failed,7
HSBC,101613,CitiBank NewYork,INR,Receive,5585,2020-02-19 ,Partially Paid,779,Waiting for pending amount,7
Goldman Sachs,101230,CitiBank London,INR,Receive,7578,2020-03-02 ,Rejected,7578,Payment Failed,7
Morgan Stanley,103502,CitiBank Singapore,INR,Deliver,9998,2020-05-04 ,Rejected,9998,Payment Failed,7
Goldman Sachs,103479,CitiBank NewYork,GBP,Receive,5325,2020-03-29 ,Partially Paid,3366,Waiting for pending amount,7
BNY Mellon,101994,CitiBank NewYork,USD,Receive,8612,2020-05-01 ,Processing,8612,Payment is in progress,7
Goldman Sachs,101185,CitiBank Pune,USD,Receive,2948,2020-03-13 ,Rejected,2948,Payment Failed,7
Wells Fargo,104518,CitiBank NewYork,GBP,Deliver,2954,2020-03-01 ,Rejected,2954,Payment Failed,7
Goldman Sachs,105079,CitiBank Pune,USD,Deliver,8515,2020-05-13 ,Processing,8515,Payment is in progress,7
HSBC,102660,CitiBank Bengaluru,USD,Deliver,2779,2020-04-30 ,Rejected,2779,Payment Failed,7
Wells Fargo,102395,CitiBank Bengaluru,GBP,Deliver,1327,2020-02-23 ,Rejected,1327,Payment Failed,7
Morgan Stanley,103634,CitiBank Singapore,INR,Receive,2705,2020-05-24 ,Rejected,2705,Payment Failed,7
J P Morgan,103030,CitiBank Pune,EUR,Deliver,8650,2020-03-21 ,Partially Paid,3462,Waiting for pending amount,7
Morgan Stanley,102566,CitiBank London,INR,Receive,9313,2020-04-28 ,Partially Paid,3215,Waiting for pending amount,7
Goldman Sachs,103111,CitiBank HongKong,USD,Receive,6213,2020-02-19 ,Processing,6213,Payment is in progress,7
Goldman Sachs,102894,CitiBank Singapore,CAD,Receive,9398,2020-03-17 ,Processing,9398,Payment is in progress,7
HSBC,101949,CitiBank Bengaluru,INR,Receive,4240,2020-04-29 ,Partially Paid,6404,Waiting for pending amount,7
J P Morgan,103762,CitiBank HongKong,CAD,Deliver,8843,2020-02-28 ,Partially Paid,2574,Waiting for pending amount,7
J P Morgan,104927,CitiBank NewYork,EUR,Deliver,7914,2020-05-25 ,Fully paid,0,Transaction complete,7
BNP Paribas,103540,CitiBank NewYork,EUR,Receive,6958,2020-02-26 ,Partially Paid,9023,Waiting for pending amount,7
Goldman Sachs,103923,CitiBank HongKong,EUR,Deliver,9686,2020-05-04 ,Processing,9686,Payment is in progress,7
BNP Paribas,101923,CitiBank Bengaluru,INR,Deliver,4570,2020-02-22 ,Partially Paid,3272,Waiting for pending amount,7
HSBC,101155,CitiBank London,USD,Receive,1001,2020-03-04 ,Rejected,1001,Payment Failed,7
HSBC,102388,CitiBank NewYork,USD,Deliver,3429,2020-05-28 ,Partially Paid,3909,Waiting for pending amount,7
BNP Paribas,102332,CitiBank Pune,INR,Receive,3719,2020-06-06 ,Partially Paid,1548,Waiting for pending amount,7
DEUTSCHE BANK,104300,CitiBank Singapore,GBP,Receive,9396,2020-03-26 ,Partially Paid,7573,Waiting for pending amount,7
DEUTSCHE BANK,103006,CitiBank NewYork,EUR,Receive,3441,2020-04-07 ,Processing,3441,Payment is in progress,7
Wells Fargo,103975,CitiBank Pune,INR,Receive,6310,2020-06-08 ,Fully paid,0,Transaction complete,7
J P Morgan,102857,CitiBank Singapore,INR,Receive,4590,2020-02-27 ,Partially Paid,2797,Waiting for pending amount,7
BNP Paribas,101266,CitiBank London,INR,Deliver,9276,2020-03-02 ,Fully paid,0,Transaction complete,7
DEUTSCHE BANK,103720,CitiBank HongKong,CAD,Receive,215,2020-04-29 ,Processing,215,Payment is in progress,7
DEUTSCHE BANK,104546,CitiBank Singapore,USD,Receive,5481,2020-04-07 ,Processing,5481,Payment is in progress,7
Goldman Sachs,104287,CitiBank HongKong,INR,Deliver,7383,2020-05-28 ,Rejected,7383,Payment Failed,7
HSBC,102352,CitiBank London,GBP,Deliver,6570,2020-05-25 ,Rejected,6570,Payment Failed,7
Goldman Sachs,101340,CitiBank London,INR,Receive,638,2020-03-30 ,Fully paid,0,Transaction complete,7
J P Morgan,104930,CitiBank NewYork,CAD,Deliver,1130,2020-04-24 ,Processing,1130,Payment is in progress,7
Wells Fargo,104074,CitiBank Singapore,USD,Deliver,67,2020-03-16 ,Partially Paid,4855,Waiting for pending amount,7
Goldman Sachs,101453,CitiBank Singapore,CAD,Deliver,1758,2020-04-18 ,Rejected,1758,Payment Failed,7
DEUTSCHE BANK,104362,CitiBank Singapore,CAD,Deliver,2451,2020-05-19 ,Partially Paid,6692,Waiting for pending amount,7
BNP Paribas,103034,CitiBank London,GBP,Deliver,561,2020-04-03 ,Processing,561,Payment is in progress,7
Wells Fargo,102593,CitiBank HongKong,USD,Deliver,591,2020-04-13 ,Fully paid,0,Transaction complete,7
BNP Paribas,103872,CitiBank Singapore,GBP,Receive,2326,2020-06-04 ,Processing,2326,Payment is in progress,7
J P Morgan,102523,CitiBank NewYork,EUR,Receive,2494,2020-03-06 ,Rejected,2494,Payment Failed,7
HSBC,101383,CitiBank Bengaluru,INR,Deliver,5096,2020-04-17 ,Processing,5096,Payment is in progress,7
J P Morgan,101615,CitiBank Singapore,EUR,Receive,6167,2020-05-08 ,Fully paid,0,Transaction complete,7
HSBC,102079,CitiBank HongKong,USD,Deliver,7591,2020-05-08 ,Partially Paid,2703,Waiting for pending amount,7
HSBC,102514,CitiBank Singapore,INR,Deliver,5924,2020-04-08 ,Fully paid,0,Transaction complete,7
HSBC,101059,CitiBank Bengaluru,INR,Deliver,2484,2020-05-24 ,Processing,2484,Payment is in progress,7
Wells Fargo,103704,CitiBank HongKong,GBP,Receive,4374,2020-05-12 ,Partially Paid,5587,Waiting for pending amount,7
BNY Mellon,101605,CitiBank Bengaluru,EUR,Deliver,5762,2020-05-31 ,Processing,5762,Payment is in progress,7
Wells Fargo,102962,CitiBank London,USD,Receive,687,2020-04-23 ,Rejected,687,Payment Failed,7
J P Morgan,104620,CitiBank Pune,EUR,Deliver,5555,2020-04-26 ,Processing,5555,Payment is in progress,7
Morgan Stanley,103506,CitiBank Bengaluru,CAD,Receive,92,2020-05-10 ,Rejected,92,Payment Failed,7
HSBC,101706,CitiBank London,EUR,Deliver,5863,2020-04-27 ,Processing,5863,Payment is in progress,7
DEUTSCHE BANK,104248,CitiBank NewYork,USD,Deliver,1758,2020-04-03 ,Fully paid,0,Transaction complete,7
DEUTSCHE BANK,103899,CitiBank Pune,USD,Receive,5066,2020-04-21 ,Processing,5066,Payment is in progress,7
DEUTSCHE BANK,102776,CitiBank Pune,INR,Deliver,589,2020-03-05 ,Rejected,589,Payment Failed,7
J P Morgan,101296,CitiBank HongKong,USD,Deliver,3093,2020-03-16 ,Fully paid,0,Transaction complete,7
Wells Fargo,101124,CitiBank London,INR,Receive,277,2020-03-08 ,Fully paid,0,Transaction complete,7
J P Morgan,101363,CitiBank Singapore,EUR,Receive,1238,2020-03-16 ,Processing,1238,Payment is in progress,7
HSBC,101724,CitiBank London,GBP,Deliver,4751,2020-06-02 ,Fully paid,0,Transaction complete,7
DEUTSCHE BANK,104347,CitiBank Bengaluru,CAD,Deliver,2874,2020-05-13 ,Processing,2874,Payment is in progress,7
BNP Paribas,103614,CitiBank Singapore,GBP,Deliver,9535,2020-03-17 ,Processing,9535,Payment is in progress,7
BNP Paribas,104109,CitiBank HongKong,INR,Deliver,2560,2020-05-26 ,Processing,2560,Payment is in progress,7
BNP Paribas,102966,CitiBank NewYork,GBP,Deliver,1933,2020-02-23 ,Partially Paid,6644,Waiting for pending amount,7
BNY Mellon,104533,CitiBank NewYork,INR,Receive,6169,2020-02-21 ,Partially Paid,6530,Waiting for pending amount,8
BNP Paribas,103414,CitiBank Bengaluru,EUR,Deliver,4206,2020-04-20 ,Processing,4206,Payment is in progress,8
Goldman Sachs,101730,CitiBank Pune,INR,Receive,6268,2020-04-15 ,Partially Paid,7686,Waiting for pending amount,8
BNP Paribas,104789,CitiBank NewYork,USD,Receive,253,2020-03-16 ,Rejected,253,Payment Failed,8
Goldman Sachs,104622,CitiBank NewYork,USD,Deliver,6974,2020-06-08 ,Processing,6974,Payment is in progress,8
Wells Fargo,101848,CitiBank Singapore,CAD,Receive,748,2020-04-12 ,Partially Paid,6526,Waiting for pending amount,8
HSBC,102755,CitiBank Singapore,CAD,Deliver,3726,2020-04-08 ,Fully paid,0,Transaction complete,8
DEUTSCHE BANK,102444,CitiBank Pune,INR,Deliver,8655,2020-03-05 ,Processing,8655,Payment is in progress,8
BNY Mellon,103756,CitiBank NewYork,INR,Deliver,3637,2020-05-10 ,Fully paid,0,Transaction complete,8
Morgan Stanley,104476,CitiBank London,GBP,Receive,1655,2020-02-26 ,Processing,1655,Payment is in progress,8
HSBC,104743,CitiBank HongKong,EUR,Receive,9250,2020-03-08 ,Processing,9250,Payment is in progress,8
Morgan Stanley,101681,CitiBank Bengaluru,GBP,Deliver,2128,2020-05-23 ,Rejected,2128,Payment Failed,8
J P Morgan,104582,CitiBank London,USD,Receive,591,2020-05-06 ,Rejected,591,Payment Failed,8
BNY Mellon,103335,CitiBank Singapore,USD,Receive,5802,2020-03-25 ,Fully paid,0,Transaction complete,8
Wells Fargo,102393,CitiBank London,USD,Deliver,3682,2020-04-30 ,Rejected,3682,Payment Failed,8
BNP Paribas,101167,CitiBank NewYork,GBP,Deliver,7697,2020-05-31 ,Processing,7697,Payment is in progress,8
HSBC,102671,CitiBank HongKong,GBP,Receive,6886,2020-04-22 ,Rejected,6886,Payment Failed,8
Wells Fargo,104950,CitiBank HongKong,INR,Receive,7998,2020-03-28 ,Partially Paid,5946,Waiting for pending amount,8
BNY Mellon,102868,CitiBank NewYork,CAD,Deliver,3917,2020-02-24 ,Rejected,3917,Payment Failed,8
Goldman Sachs,105073,CitiBank Bengaluru,GBP,Receive,6242,2020-02-22 ,Partially Paid,8675,Waiting for pending amount,8
BNY Mellon,101366,CitiBank London,GBP,Receive,1327,2020-03-16 ,Fully paid,0,Transaction complete,8
DEUTSCHE BANK,102146,CitiBank NewYork,CAD,Deliver,344,2020-03-18 ,Partially Paid,533,Waiting for pending amount,8
HSBC,102855,CitiBank Bengaluru,CAD,Receive,5187,2020-04-30 ,Rejected,5187,Payment Failed,8
DEUTSCHE BANK,102193,CitiBank Pune,CAD,Deliver,4785,2020-06-08 ,Fully paid,0,Transaction complete,8
Wells Fargo,102661,CitiBank Pune,USD,Receive,123,2020-05-14 ,Rejected,123,Payment Failed,8
BNP Paribas,103307,CitiBank London,CAD,Deliver,3792,2020-05-12 ,Partially Paid,523,Waiting for pending amount,8
Wells Fargo,105128,CitiBank London,INR,Receive,5179,2020-05-17 ,Fully paid,0,Transaction complete,8
BNY Mellon,102497,CitiBank NewYork,GBP,Deliver,7367,2020-04-15 ,Processing,7367,Payment is in progress,8
Morgan Stanley,104199,CitiBank HongKong,CAD,Receive,7825,2020-03-21 ,Fully paid,0,Transaction complete,8
Goldman Sachs,103908,CitiBank Pune,USD,Receive,9926,2020-02-27 ,Rejected,9926,Payment Failed,8
DEUTSCHE BANK,102885,CitiBank Pune,GBP,Deliver,2229,2020-03-20 ,Processing,2229,Payment is in progress,8
Morgan Stanley,104385,CitiBank Bengaluru,CAD,Receive,276,2020-05-31 ,Rejected,276,Payment Failed,8
DEUTSCHE BANK,102134,CitiBank London,EUR,Deliver,2271,2020-04-10 ,Partially Paid,8065,Waiting for pending amount,8
DEUTSCHE BANK,101120,CitiBank Singapore,CAD,Deliver,6914,2020-05-14 ,Fully paid,0,Transaction complete,8
Morgan Stanley,104780,CitiBank Bengaluru,USD,Receive,3140,2020-05-12 ,Partially Paid,4058,Waiting for pending amount,8
J P Morgan,102345,CitiBank Pune,GBP,Deliver,3946,2020-06-04 ,Processing,3946,Payment is in progress,8
J P Morgan,104710,CitiBank Singapore,USD,Deliver,4281,2020-06-03 ,Rejected,4281,Payment Failed,8
DEUTSCHE BANK,104724,CitiBank London,USD,Receive,1505,2020-02-25 ,Processing,1505,Payment is in progress,8
BNY Mellon,103260,CitiBank Singapore,EUR,Receive,5324,2020-04-15 ,Fully paid,0,Transaction complete,8
BNY Mellon,103891,CitiBank London,USD,Deliver,5171,2020-05-01 ,Rejected,5171,Payment Failed,8
